id,term, knowledge area
11725,TESTING AND VALIDATION,SSL
11726,TESTING FOR INFRASTRUCTURE AND CRITICAL BUSINESS APPLICATIONS,RMG
11727,TESTING INCIDENT RESPONSE AND BUSINESS CONTINUITY  DISASTER RECOVERY PLANS.,RMG
11728,TESTING PHASE,SSL
11729,TESTING TYPES,SSL
11730,TESTING IMPLEMENTING PATCHES  FIXES AND UPDATES,RMG
11731,TESTS AND EXERCISES,SO
11732,TEXT BOOK,NS
11733,TEXT MESSAGE,PLS
11734,TEXT NODE,WAM
11735,TEXTBOOK,AC;FM;HF;INTRO
11736,TEXTSECURE,POR
11737,TEXTUAL FORMAT,WAM;SO;F
11738,TF CSIRT,SO
11739,TFTP  TRIVIAL FILE TRANSFER PROTOCOL ,NS
11740,THALES,SO
11741,THE  ISC 2 CODE OF ETHICS,LR
11742,THE ADVERSARY,AC
11743,THE ASSOCIATION FOR COMPUTING MACHINERY,LR
11744,THE BASE RATE FALACY,SO
11745,THE BIBA INTEGRITY MODEL,AAA
11746,THE BREWER NASH MODEL,AAA
11747,THE CHAIN OF CUSTODY,F
11748,THE CHALLENGES OF CONSUMING CRYPTOGRAPHY,AC
11749,THE CLARK WILSON MODEL,AAA
11750,THE COMPUTER AS THE TARGET,LR
11751,THE CONTEXT OF ETHICAL DECISION MAKING,LR
11752,THE CRYPTO WARS,AC
11753,THE CRYPTOGRAPHIC TRIUMVIRATE,AC
11754,THE DESIRED STATE,RMG
11755,THE DISCOVERY PHASE,SSL
11756,THE ENFORCEMENT OF AND PENALTIES FOR CRIMES AGAINST INFORMATION SYSTEMS,LR
11757,THE EUROPEAN UNION GENERAL DATA PROTECTION REGULATION 2016 679,LR
11758,THE EXPLOITATION PHASE,SSL
11759,THE FEDERAL INFORMATION SECURITY MANAGEMENT ACT,HF
11760,THE FORAGING LOOP,F
11761,THE FUTURE OF APPLIED CRYPTOGRAPHY,AC
11762,THE GOAL,RMG
11763,THE IEEE COMPUTER SOCIETY,LR
11764,THE IMPORTANCE OF RISK MANAGEMENT,RMG
11765,THE INFORMATION SECURITY MANAGEMENT FRAMEWORK,RMG
11766,THE INSIDER THREAT,AB
11767,THE IT RISK REGISTER,RMG
11768,THE IT RISK STRATEGY OF THE BUSINESS,RMG
11769,THE KEY LIFE CYCLE,AC
11770,THE LAW OF ARMED CONFLICT,LR
11771,THE LIFECYCLE OF A CONTROL,RMG
11772,THE LIFECYCLE OF SECURITY INCIDENT,SO
11773,THE OPEN GROUP,SO
11774,THE OPEN GROUP ARCHITECTURE FRAMEWORK  TOGAF ,RMG
11775,THE OWASP TOP TEN,SSL
11776,THE POST EXPLOITATION PHASE,SSL
11777,THE PRIVACY ACT OF 1974  U.S. ,LR
11778,THE PROCESS FOR ATTACK SIMULATION AND THREAT ANALYSIS,RMG
11779,THE PROLIFERATION OF TUNNELING,NS
11780,THE REPORTING PHASE,SSL
11781,THE RISK MANAGEMENT PROCESS,RMG
11782,THE ROLE OF FORMAL SECURITY DEFINITIONS AND PROOFS,AC
11783,THE ROLE OF THE INFORMATION SECURITY MANAGER IN INCIDENT MANAGEMENT,RMG
11784,THE SCANNING AND PROBING PHASE,SSL
11785,THE SENSE MAKING LOOP,F
11786,THE VALUE OF COMMUNICATION,RMG
11787,THEHIVE PROJECT,SO
11788,THEOREM PROVING,FMS;INTRO
11789,THEOREM PROVING TOOLS,FM
11790,THEOREM PROVING SOFTWARE,FM;INTRO
11791,THEORY,AAA
11792,THERAC 25,CPS
11793,THERMOMETER,CPS
11794,THERMOSTAT,LR
11795,THIEVES,POR
11796,THIN CLIENT SYSTEMS,OSV
11797,THINK LIKE A RESPONDER,SO
11798,THINKING FAST AND SLOW,HF
11799,THIRD GENERATION PARTNERSHIP PLAN,PLS
11800,THIRD PARTY CONNECTIONS,WAM
11801,THIRD PARTY CONSIDERATION,LR;RMG
11802,THIRD PARTY SECURITY SERVICES,SO
11803,THIRD PARTY  OUTSOURCING REQUIREMENTS,LR
11804,THIRD PARTY   GOVERNANCE,RMG
11805,THIRD PARTY   SECURITY SERVICES,SO
11806,THIRD PARTY ACCESS,LR
11807,THIRD PARTY APPLICATIONS,WAM
11808,THIRD PARTY ASSURANCE,SO;RMG
11809,THIRD PARTY AUDITS,LR
11810,THIRD PARTY MANAGEMENT,SO;RMG
11811,THIRD PARTY SERVICE PROVIDERS,RMG
11812,THIRD PARTY SERVICES,NS;POR;LR
11813,THIRD PARTY SOFTWARE,AC;F;SSL;WAM;LR
11814,THREAT,AB;RMG
11815,THREAT   EMERGING,AB;RMG
11816,THREAT   EXTERNAL,AB;RMG
11817,THREAT   INTERNAL,AB;RMG
11818,THREAT ACTOR,RMG
11819,THREAT AGENT,SSL
11820,THREAT AGENT IDENTIFICATION,SSL
11821,THREAT AGENTS,AB
11822,THREAT ANALYSIS,RMG
11823,THREAT AND MISUSE CASE MODELING,RMG
11824,THREAT ASSESSMENT,SSL;RMG
11825,THREAT ASSESSMENT   DEFINED,RMG
11826,THREAT ASSESSMENT   IN INFORMATION SECURITY STRATEGY,SO
11827,THREAT ASSESSMENT   IN SECURITY PROGRAM MANAGEMENT,SO
11828,THREAT CAPABILITY,RMG
11829,THREAT ENVIRONMENT,SO;INTRO
11830,THREAT EVENT,SO;RMG
11831,THREAT IDENTIFICATION,RMG
11832,THREAT IDENTIFICATION   EXAMPLE LIST,RMG
11833,THREAT INTELLIGENCE,INTRO
11834,THREAT INTELLIGENCE SHARING,SO
11835,THREAT LANDSCAPE,SSL
11836,THREAT METRIC,RMG
11837,THREAT MODEL,SSL;CPS;DSS;POR;AAA;OSV;HS;RMG
11838,THREAT MODELING,SSL
11839,THREAT MODELING CONCEPTS,SSL
11840,THREAT MODELING METHODOLOGIES,SSL
11841,THREAT SCENARIO,SSL
11842,THREAT SURFACE,RMG
11843,THREAT TARGET,RMG
11844,THREAT VECTOR,AB
11845,THREAT S ,RMG
11846,THREAT S    AGENT,AB
11847,THREAT S    EXTERNAL,SO
11848,THREAT S    IDENTIFY,SO;RMG
11849,THREAT S    INTERNAL,SO
11850,THREAT S    MODELING,SO
11851,THREAT BASED  OR VULNERABILITY  BASED RISK  ,RMG
11852,THREATS,SO;AB;RMG
11853,THREATS   ADDRESSING,SO
11854,THREATS   ADVANCED PERSISTENT THREATS,AB
11855,THREATS   DEFINED,RMG
11856,THREATS   ENVIRONMENTAL,SO
11857,THREATS   IN INCIDENT MANAGEMENT,SO
11858,THREATS   IN RISK ASSESSMENT,RMG
11859,THREATS   MAN MADE,AB
11860,THREATS   TECHNICAL,SO
11861,THREATS AND RISK,SSL
11862,THREATS TO SECURITY FOR MODERN OSS,OSV
11863,THREE CORNER OPERATIONAL MODEL,LR
11864,THREE PHASE COMMIT,DSS
11865,THREEMA,NS
11866,THRESHOLD ISSUANCE,POR
11867,THRESHOLD SCHEMES,C
11868,THRESHOLD SET INTERSECTION,POR
11869,THRESHOLD STRUCTURE,C
11870,THROUGHPUT,HS
11871,THUMBNAIL,F
11872,THUNDERBOLT,OSV
11873,TICK BOX RISK ASSESSMENT,RMG
11874,TICKET GRANTING SERVER,AAA
11875,TICKETING SYSTEMS,SO
11876,TIER 1 RISK MANAGEMENT,RMG
11877,TIER 2 RISK MANAGEMENT,RMG
11878,TIER 2 RISK MANAGEMENT   MEASURING PROGRAM EFFECTIVENESS,RMG
11879,TIER 3 RISK MANAGEMENT,RMG
11880,TIME,SO;HS;RMG
11881,TIME   AS RECOVERY TEST METRIC,F
11882,TIME CONSTRAINT,F
11883,TIME CONSUMING,RMG
11884,TIME OF ARRIVAL,PLS
11885,TIME OF CHECK TIME OF USE VULNERABILITY,SS
11886,TIME OF CONTRACT AND RECEIPT OF CONTRACTUAL COMMUNICATION,LR
11887,TIME OF FLIGHT,PLS
11888,TIME OF FLIGHT BASED RANGING ATTACKS,PLS
11889,TIME OUTS  AUTHENTICATION ,AAA
11890,TIME PRESSURE,HF;AB
11891,TIME SERIES,PLS;CPS
11892,TIME SERIES MODEL,CPS
11893,TIME SYNCHRONISATION,DSS
11894,TIME TO LIVE,SO
11895,TIME DIVISION MULTIPLEXING,PLS
11896,TIME DIVISION MULTIPLEXING  TDM ,PLS
11897,TIME LOCK,LR
11898,TIME OF CHECK TO TIME OF USE,SS
11899,TIME OF FLIGHT MEASUREMENT,PLS
11900,TIME OF FLIGHT RANGING,PLS
11901,TIME RELATED PARAMETERS,PLS
11902,TIME EVENT ORDERING,DSS
11903,TIMED TRACE,FM
11904,TIMELINE ANALYSIS,F
11905,TIMELINE OF EVENTS,F
11906,TIMELY KEY ROTATION AND KEY CHANGE,C
11907,TIMEOUT,WAM
11908,TIMEOUTS,SO
11909,TIMESTAMP,WAM;NS;SO;F
11910,TIMESTAMPS,SO
11911,TIMING,SO;RMG
11912,TIMING ATTACKS,AC;HS;SS;NS
11913,TIMING BASED,DSS
11914,TIMING BASED PERTUBATIONS,DSS
11915,TIMING MODULE,CPS
11916,TIMING RESTRICTION,PLS
11917,TIMING RESTRICTIONS,PLS
11918,TIMING SIDE CHANNELS,AC
11919,TIMING SIDE CHANNEL,FM
11920,TIMING SIDE CHANNELS,NS
11921,TIMING SKEWS,MAT
11922,TKIP  TEMPORAL KEY INTEGRITY PROTOCOL ,NS
11923,TKIP  TEMPORAL KEY INTEGRITY PROTOCOL  ATTACK,NS
11924,TLA+,FM
11925,TLBLEED,OSV
11926,TLD  TOP LEVEL DOMAIN ,NS
11927,TLS,NS;C
11928,TLS  TRANSPORT LAYER SECURITY ,NS
11929,TLS ATTACKS,NS
11930,TLS RECORD,NS
11931,TOE  TARGET OF EVALUATION ,SO
11932,TOGAF,RMG
11933,TOGAF  THE OPEN GROUP ARCHITECTURE FRAMEWORK ,RMG
11934,TOGAF SECURITY ARCHITECTURE,RMG
11935,TOKEN,AAA;C
11936,TOKEN   PASSING,NS
11937,TOKEN   RING  IEEE 802.5 ,NS
11938,TOKEN DEVICE,AAA
11939,TOKEN PUNISHMENT,LR
11940,TOKEN RECORDS,AAA
11941,TOKEN RINGS,NS
11942,TOKENISATION,SSL
11943,TOKENISATION OF SENSITIVE DATA,SSL
11944,TOKENS,AAA
11945,TOKENS   ASYNCHRONOUS,AAA
11946,TOKENS   ASYNCHRONOUS PASSWORD,AAA
11947,TOKENS   CHALLENGE RESPONSE,AAA
11948,TOKENS   PASSING,NS
11949,TOKENS   STATIC PASSWORD,AAA
11950,TOKENS   SYNCHRONOUS,AAA
11951,TOKENS   SYNCHRONOUS DYNAMIC PASSWORD,AAA
11952,TOLERABLE RISK OUTCOME,RMG
11953,TOOL VALIDATION,F
11954,TOOLKIT,MAT
11955,TOOLS,FM;F
11956,TOOLS   BUSINESS PROCESS REVIEW,RMG
11957,TOOLS   CONTROL MONITORING AND REPORTING,SO
11958,TOOLS   DATA COLLECTION AND EXTRACTION,SO
11959,TOOLS   RISK SCENARIO DEVELOPMENT,RMG
11960,TOP DOWN APPROACH,RMG
11961,TOP DOWN PROCESSES,F
11962,TOP LEVEL DOMAIN,WAM;NS;MAT;LR
11963,TOP LEVEL DOMAIN  TLD ,NS
11964,TOPOGRAPHIES   BUS,NS
11965,TOPOGRAPHIES   MESH,NS
11966,TOPOGRAPHIES   MESH TOPOLOGY,NS
11967,TOPOGRAPHIES   RING,NS
11968,TOPOGRAPHIES   RING TOPOLOGY,NS
11969,TOPOGRAPHIES   STAR,NS
11970,TOPOGRAPHIES   STAR TOPOLOGY,NS
11971,TOPOGRAPHIES   TREE,NS
11972,TOPOLOGY,NS
11973,TOPOLOGY AWARE LOCALISED ECLIPSE ATTACKS,DSS
11974,TOR,WAM;DSS;POR;AB
11975,TOR CLIENT,NS;POR
11976,TOR NETWORK,WAM;NS;DSS;POR
11977,TORPIG,AB
11978,TORT DOCTRINE,LR
11979,TORT LAW,LR
11980,TORTFEASOR,LR
11981,TOTAL COST OF OWNERSHIP  TCO ,RMG
11982,TOTAL RISK,RMG
11983,TOTAL RISK EQUATION,RMG
11984,TOUCH TO ACCESS,CPS
11985,TOUCH TO ACCESS PRINCIPLE,CPS
11986,TOUCHPOINTS,SSL
11987,TOUCHSCREEN,WAM;AAA;HF
11988,TOWARDS MORE SCIENTIFIC DEVELOPMENT METHODS,FMS
11989,TOYOTA PRIUS,SSL
11990,TPM,SSL
11991,TPM  TRUSTED PLATFORM MODULE ,HS
11992,TPMS,HS;OSV
11993,TRACE BASED EXECUTOR,MAT
11994,TRACE PROPERTIES,FMS
11995,TRACE PROPERTY,FM
11996,TRACEABLE AUDITING,DSS
11997,TRACEROUTE,NS
11998,TRACING,MAT;AAA
11999,TRACKER SERVERS,DSS
12000,TRADE SECRET,LR
12001,TRADE SECRETS,LR
12002,TRADE UNION,LR
12003,TRADEMARK,LR
12004,TRADEMARKS,LR
12005,TRADING PLATFORM,AC;LR
12006,TRAFFIC ANALYSIS,AC;F;LR;NS
12007,TRAFFIC CAPTURE,MAT
12008,TRAFFIC CLASSIFICATION,SO
12009,TRAFFIC DATA,POR;SSL
12010,TRAFFIC FLOW CONTROL,CPS
12011,TRAFFIC LIGHTS,RMG
12012,TRAFFIC METADATA,POR
12013,TRAGEDY OF THE SECURITY COMMONS,INTRO
12014,TRAINING,HF;SSL;INTRO;SO;RMG
12015,TRAINING   FOR ACTION PLAN,HF
12016,TRAINING   FOR RISK MANAGEMENT,HF
12017,TRAINING   IN SECURITY PROGRAMS,HF
12018,TRAINING   OF INCIDENT RESPONSE STAFF,HF
12019,TRAINING AND AWARENESS,HF
12020,TRAINING AND INDUCEMENT OF BEHAVIOUR CHANGE,RMG
12021,TRAINING LATENCY,RMG
12022,TRANS BORDER DATA FLOW,LR
12023,TRANSACTION AUTHENTICATION NUMBERS,AAA
12024,TRANSACTION AUTHORIZATION,AAA
12025,TRANSACTION FEE,AB
12026,TRANSACTION LOG,SO
12027,TRANSACTION LOOKASIDE BUFFER,OSV
12028,TRANSACTION PROCESSING,LR
12029,TRANSACTION PROCESSING  TP ,OSV
12030,TRANSACTIONAL COMMIT,DSS
12031,TRANSACTIONAL DATABASE,DSS
12032,TRANSACTIONAL PROCESSING,DSS
12033,TRANSACTIONAL SERVICES DATABASES,DSS
12034,TRANSACTIONAL STOCK SYSTEM,DSS
12035,TRANSBORDER DATA FLOW,LR
12036,TRANSBORDER DATA FLOWS,LR
12037,TRANSCEIVER,PLS
12038,TRANSCRIPTION,F
12039,TRANSDUCER,CPS
12040,TRANSDUCTION ATTACK,CPS
12041,TRANSDUCTION ATTACKS ON SENSORS,CPS
12042,TRANSFER,RMG
12043,TRANSFER MODES,NS
12044,TRANSFER MODES   ACTIVE  PORT ,NS
12045,TRANSFER MODES   PASSIVE  PASV ,NS
12046,TRANSFER THE RISK,RMG
12047,TRANSFERRING RISK,RMG
12048,TRANSFERS PURSUANT TO INTERNATIONAL MUTUAL LEGAL ASSISTANCE TREATY,LR
12049,TRANSFORMATIONAL PROCESSES,F
12050,TRANSFORMER,CPS
12051,TRANSIENT INSTRUCTIONS,HS
12052,TRANSIENT MALWARE,MAT
12053,TRANSISTOR,FM;HS
12054,TRANSISTOR LAYOUT,HS
12055,TRANSISTORS,HS
12056,TRANSITION SYSTEM,FM;INTRO
12057,TRANSMISSION  NETWORK ,NS
12058,TRANSMISSION  NETWORK    WIRELESS SECURITY   AD HOC MODE,NS
12059,TRANSMISSION  NETWORK    WIRELESS SECURITY   INFRASTRUCTURE MODE,NS
12060,TRANSMISSION  NETWORK    WIRELESS SECURITY   OSA,AAA
12061,TRANSMISSION  NETWORK    WIRELESS SECURITY   PARKING LOT ATTACK,AB
12062,TRANSMISSION  NETWORK    WIRELESS SECURITY   SHARED KEY AUTHENTICATION,AAA
12063,TRANSMISSION  NETWORK    WIRELESS SECURITY   SKA,NS
12064,TRANSMISSION  NETWORK    WIRELESS SECURITY   SSID FLAW,NS
12065,TRANSMISSION  NETWORK    WIRELESS SECURITY   TKIP ATTACK,NS
12066,TRANSMISSION  NETWORK    WIRELESS SECURITY   WEP,NS
12067,TRANSMISSION  NETWORK    WIRELESS SECURITY   WEP VULNERABILITY,NS
12068,TRANSMISSION  NETWORK    WIRELESS SECURITY   WPA WPAZ2,NS
12069,TRANSMISSION CONTROL PROTOCOL  TCP ,NS
12070,TRANSMISSION CONTROL PROTOCOL INTERNET PROTOCOL  TCP IP ,NS
12071,TRANSMISSION CONTROL PROTOCOL INTERNET PROTOCOL  TCP IP    TERMINAL EMULATION PROTOCOL  TELNET ,NS
12072,TRANSMISSION LINE,CPS
12073,TRANSMISSION MEDIA,PLS
12074,TRANSMISSION SECURITY,POR
12075,TRANSMITTER,PLS
12076,TRANSPARENCY,AC;POR;LR
12077,TRANSPARENCY IN CONTROLS,SO
12078,TRANSPARENCY REPORT,LR
12079,TRANSPARENT,RMG
12080,TRANSPARENT POLICY,RMG
12081,TRANSPONDER,PLS
12082,TRANSPORT LAYER,NS
12083,TRANSPORT LAYER  OSI    ACK  ACKNOWLEDGEMENT FIELD SIGNIFICANT ,NS
12084,TRANSPORT LAYER  OSI    DATA TRANSMISSIONS,NS
12085,TRANSPORT LAYER  OSI    FIN  NO MORE DATA FROM SENDER ,NS
12086,TRANSPORT LAYER  OSI    PROTOCOLS   FCP,NS
12087,TRANSPORT LAYER  OSI    PROTOCOLS   RDP,NS
12088,TRANSPORT LAYER  OSI    PROTOCOLS   SCTP,NS
12089,TRANSPORT LAYER  OSI    PROTOCOLS   SPX,NS
12090,TRANSPORT LAYER  OSI    PROTOCOLS   SST,NS
12091,TRANSPORT LAYER  OSI    PROTOCOLS   TCP,NS
12092,TRANSPORT LAYER  OSI    PROTOCOLS   UDP,NS
12093,TRANSPORT LAYER  OSI    PSH  PUSH FUNCTION ,NS
12094,TRANSPORT LAYER  OSI    RST  RESET THE CONNECTION ,NS
12095,TRANSPORT LAYER  OSI    SYN  SYNCHRONIZE SEQUENCE NUMBERS ,NS
12096,TRANSPORT LAYER  OSI    URG  URGENT POINTER FIELD SIGNIFICANT ,NS
12097,TRANSPORT LAYER SECURITY,NS;CPS;WAM;POR;SO;AC;AAA;C;FM;INTRO
12098,TRANSPORT LAYER SECURITY  TLS ,NS
12099,TRANSPORT MODE,NS
12100,TRANSPORT PROTOCOL,SO
12101,TRANSPORT LAYER SECURITY,NS
12102,TRANSPORTATION,SO;CPS;RMG
12103,TRANSPORTATION SYSTEMS AND AUTONOMOUS VEHICLES,CPS
12104,TRANSPOSITION,C
12105,TRAPDOOR,DSS;C
12106,TRAPDOOR BACKDOOR,MAT
12107,TRAPPED ERROR,SS
12108,TRAPPED ERRORS,SS
12109,TRAVELER INFORMATION,CPS
12110,TRAVERSE FOLDER EXECUTE FILE PERMISSION,OSV
12111,TRBAC  TEMPORAL ROLE BASED ACCESS CONTROL ,AAA
12112,TREATIES,LR
12113,TREE OF KEYS,AC
12114,TREE TOPOLOGY,NS
12115,TRESPASS PROJECT,HF
12116,TRIAGE  INCIDENT MANAGEMENT PROCESSES ,SO
12117,TRIAGE AND EVIDENCE?,F
12118,TRIAGE PHASE,SO
12119,TRIAL DECRYPTION,AC
12120,TRIAL AND ERROR,PLS
12121,TRIBAL KNOWLEDGE,HF
12122,TRIBUNAL,LR
12123,TRIGGER MOMENTS,HF
12124,TRIGGERING,SO
12125,TRILATERATION,PLS
12126,TRIM COMMAND,F
12127,TRIPLE DES  3 DES ,C
12128,TRITON MALWARE,CPS
12129,TRIUMVIRATE,AC
12130,TRIVIAL FILE TRANSPORT PROTOCOL,NS
12131,TRIVIAL FILE TRANSPORT PROTOCOL  TFTP ,NS
12132,TROJAN,MAT;HS;OSV
12133,TROJAN CIRCUITS,HS;OSV
12134,TROJAN HORSE,MAT
12135,TROJANED VIRTUAL APPLIANCES OR MACHINES,OSV
12136,TROJANS,MAT
12137,TROJANS   BACKDOOR,MAT
12138,TROLL ACCOUNT,AB
12139,TROUBLESHOOTING,CPS
12140,TRUE RANDOM BIT GENERATOR,AC
12141,TRUE RANDOM NUMBER GENERATION  TRNG ,HS
12142,TRUE RANDOM NUMBER GENERATOR,HS
12143,TRUE FALSE RESPONSE,WAM
12144,TRUE NEGATIVES,SO
12145,TRUE POSITIVES,SO
12146,TRUNCATION RULE,LR
12147,TRUNKING PROTOCOL,NS
12148,TRUNKING SWITCH,NS
12149,TRUST,AC;SSL;DSS;LR;RMG
12150,TRUST ARCHITECTURE,WAM
12151,TRUST BOUNDARY,HS;SSL
12152,TRUST IN CONTROLS,SO
12153,TRUST MANAGEMENT,DSS;AAA
12154,TRUST NO ONE  TERM ,SO
12155,TRUST PATH,AAA
12156,TRUST RELATIONSHIPS,POR
12157,TRUST RELATIONSHIPS  ONE WAY TWO WAY TRANSITIVE ,AAA
12158,TRUST SERVICES,LR
12159,TRUST TRANSIVITY,AAA
12160,TRUST TYPES,AAA
12161,TRUSTED   COMPUTER SYSTEM EVALUATION CRITERIA  TCSEC ,SSL
12162,TRUSTED   COMPUTING BASE  TCB ,OSV
12163,TRUSTED   PATH,SS
12164,TRUSTED   PLATFORM MODULE  TPM ,HS
12165,TRUSTED AUTHORITY,AC
12166,TRUSTED BOOT,NS;SS
12167,TRUSTED BULLETIN BOARD,AC
12168,TRUSTED CODE,OSV
12169,TRUSTED COMPUTE POOLS,SSL
12170,TRUSTED COMPUTER SYSTEM EVALUATION CRITERIA,OSV
12171,TRUSTED COMPUTING,AAA;SS;SSL;OSV;INTRO
12172,TRUSTED COMPUTING BASE,AAA;CPS;OSV;DSS;HS;INTRO
12173,TRUSTED COMPUTING BASE  TCB ,AAA
12174,TRUSTED COMPUTING GROUP,AC;HS;CPS
12175,TRUSTED ENVIRONMENT,CPS
12176,TRUSTED EXECUTION ENVIRONMENT,HS;OSV
12177,TRUSTED EXECUTION MODULE,HS
12178,TRUSTED NETWORK CONNECT,NS
12179,TRUSTED ORACLE,AAA
12180,TRUSTED ORIGIN,WAM
12181,TRUSTED PATH,SS
12182,TRUSTED PLATFORM MODULE,AC;AAA;SSL;CPS;HS
12183,TRUSTED PLATFORM MODULE  TPM ,HS
12184,TRUSTED PLATFORM MODULE ENDPOINT SECURITY,HS
12185,TRUSTED PLATFORM MODULES,HS
12186,TRUSTED SYSTEM,OSV
12187,TRUSTED THIRD PARTY,NS;AC;AAA;FM;CPS
12188,TRUSTED XENIX,AAA
12189,TRUSTWORTHY COMPUTING INITIATIVE,SSL
12190,TRUSTWORTHY SOFTWARE FOUNDATION,SSL
12191,TRUSTWORTHY SOFTWARE FRAMEWORK,SSL
12192,TUNNEL MODE,NS
12193,TUNNELING,NS;POR
12194,TUNNELING   FIREWALLS,NS
12195,TUNNELING   L2TP  LAYER 2 TUNNELING PROTOCOL ,NS
12196,TUNNELING   PPTP  POINT TO POINT TUNNELING PROTOCOL ,NS
12197,TUNNELING   RADIUS  REMOTE AUTHENTICATION DIAL IN USER SERVICE ,AAA
12198,TUNNELING   SNMP  SIMPLE NETWORK MANAGEMENT PROTOCOL ,NS
12199,TURING COMPLETE LANGUAGE,FM
12200,TURING MACHINE,FM;C;INTRO
12201,TURKTRUST,AC
12202,TURN ON TRANSIENT,PLS
12203,TURN ON TRANSIENT DURATION,PLS
12204,TURNOVER,LR
12205,TWITTER,SO;AB
12206,TWO ANONYMITY,POR
12207,TWO FACTOR AUTHENTICATION,PLS;WAM;AAA;HF
12208,TWO FACTOR AUTHENTICATION  2FA ,AAA
12209,TWO PHASE COMMIT,DSS;OSV
12210,TWO WAY TRUST,AAA
12211,TWOFISH,C
12212,TYPE 1 ERROR,SO
12213,TYPE 1 HYPERVISOR,MAT
12214,TYPE 2 ERROR,SO
12215,TYPE 2 HYPERVISOR,MAT
12216,TYPE CERTIFICATION,SO
12217,TYPE CHECKING,FM
12218,TYPE ERROR,FM
12219,TYPE I ERROR,AAA
12220,TYPE I: SOMETHING YOU KNOW,AAA
12221,TYPE II ERROR,AAA
12222,TYPE II: SOMETHING YOU HAVE,AAA
12223,TYPE III: SOMETHING YOU ARE,AAA
12224,TYPE SYSTEM,SS
12225,TYPE SYSTEMS,SS
12226,TYPE CORRECT PROGRAM,SS
12227,TYPE I XSS,WAM
12228,TYPE II XSS,WAM
12229,TYPED ASSEMBLY LANGUAGE,FM
12230,TYPES,MAT
12231,TYPES   BOOT SECTOR INFECTORS,MAT
12232,TYPES   COMPANION,MAT
12233,TYPES   EMAIL,MAT
12234,TYPES   FILE LNFECTORS,MAT
12235,TYPES   MACRO,MAT
12236,TYPES   MULTIPARTITE,MAT
12237,TYPES   SCRIPT,MAT
12238,TYPES   SCRIPT HOST,MAT
12239,TYPES   SYSTEM IJFECTORS,MAT
12240,TYPES OF BIOMETRIC METHODS,AAA
12241,TYPES OF FIREWALLS,NS
12242,TYPES OF IT RELATED BUSINESS RISK,RMG
12243,TYPES OF RISK,RMG
12244,TYPES OF TESTS,RMG
12245,TYPHOID AD WARE ATTACK,DSS
12246,U.S. DATA PRIVACY LAWS AND GUIDELINES,LR
12247,U.S. HEALTH INFORMATION PORTABILITIY AND ACCOUNTABILITY ACT,SSL
12248,U.S. NATIONAL INSTITUTE OF STANDARDS,RMG
12249,U.S. PRIVACY LAW,LR
12250,U.S. SARBANES OSLEY ACT  SOX ,LR
12251,U.S. CHINA AGREEMENT ON CYBER SECURITY,LR
12252,UBER,DSS
12253,UBIQUITOUS,LR;FM;CPS;NS;WAM;SO;AC
12254,UCON,AAA
12255,UDP,NS;SO
12256,UDP  USER DATAGRAM PROTOCOL ,NS
12257,UDP SECURITY,NS
12258,UEFI,OSV
12259,UI LOOP,WAM
12260,UK LAW COMMISSION,F
12261,ULTRA SECURE BROWSING,HF
12262,ULTRASONIC RANGING SYSTEM,PLS
12263,ULTRASONIC SENSOR,PLS
12264,UNAUTHORISED ACCESS HARM OR MISUSE,INTRO
12265,UNAUTHORIZED CHANGES,SO
12266,UNAUTHORIZED CRYPTOCURRENCY MINING,AB
12267,UNAUTHORIZED DISCLOSURE,POR
12268,UNAUTHORIZED USERS,AAA
12269,UNCERTAIN RISKS,RMG
12270,UNCERTAINTY,RMG
12271,UNCERTAINTY ANALYSIS,RMG
12272,UNCONDITIONAL SECURITY,AC
12273,UNCOORDINATED DIRECT SEQUENCE SPREAD SPECTRUM,PLS
12274,UNCOORDINATED FREQUENCY HOPPING,PLS
12275,UNCOORDINATED SPREAD SPECTRUM TECHNIQUES,PLS
12276,UNDECIDABILITY,FM
12277,UNDEFINED BEHAVIOUR,SS
12278,UNDELETE,F
12279,UNDER FREQUENCY LOAD SHEDDING,CPS
12280,UNDER FREQUENCY LOAD SHEDDING  UFLS ,CPS
12281,UNDER REPORTED,AB
12282,UNDERGROUND ECO SYSTEM,MAT
12283,UNDERGROUND FORUMS,AB
12284,UNDERGROUND MARKET,AB;HF
12285,UNDERSTAND ADHERE TO AND PROMOTE PROFESSIONAL ETHICS,LR
12286,UNDERSTAND ADHERE TO AND PROMOTE PROFESSIONAL ETHICS ISC 2 ETHICAL PRINCIPLES,LR
12287,UNDERSTAND AND APPLY CONCEPTS OF CONFIDENTIALITY INTEGRITY AND AVAILABILITYUNDERSTAND AND APPLY CONCEPTS OF CONFIDENTIALITY INTEGRITY AND AVAILABILITY,INTRO
12288,UNDERSTAND AND APPLY FOUNDATIONAL SECURITY OPERATIONS CONCEPTS,INTRO
12289,UNDERSTAND AND APPLY RISK MANAGEMENT CONCEPTS,RMG
12290,UNDERSTAND AND APPLY THE FUNDAMENTAL CONCEPTS OF NETWORKING,NS
12291,UNDERSTAND AND APPLY THREAT MODELING CONCEPTS AND METHODOLOGIES,SSL
12292,UNDERSTAND AND INTEGRATE SECURITY IN THE SOFTWARE DEVELOPMENT LIFECYCLE,SSL
12293,UNDERSTAND AND SUPPORT BUSINESS CONTINUITY PLAN AND DISASTER RECOVERY PLAN ACTIVITIES,RMG
